LA No.,LA Name,LAEstab (at Apr 19),School Name (at Apr 19),Eligible Pupils,Total Allocation,October/February payment,April payment
373,Sheffield,3732020,St Marys Church of England Primary School,126,17260,10068,7192
373,Sheffield,3732024,Emmanuel Anglican/Methodist Junior School,199,17990,10494,7496
373,Sheffield,3732026,Concord Junior School,205,18050,10529,7521
373,Sheffield,3732027,Wincobank Nursery and Infant School,114,17140,9998,7142
373,Sheffield,3732028,Emmaus Catholic and CofE Primary School,265,18650,10879,7771
373,Sheffield,3732029,Lowedges Junior Academy,273,18730,10926,7804
373,Sheffield,3732034,Valley Park Community School,324,19240,11223,8017
373,Sheffield,3732039,High Hazels Nursery Infant Academy,178,17780,10372,7408
373,Sheffield,3732042,High Hazels Junior School,362,19620,11445,8175
373,Sheffield,3732043,Wisewood Community Primary School,158,17580,10255,7325
373,Sheffield,3732045,Lower Meadow Primary School,218,18180,10605,7575
373,Sheffield,3732046,Abbeyfield Primary Academy,378,19780,11538,8242
373,Sheffield,3732048,Acres Hill Community Primary School,251,18510,10798,7712
373,Sheffield,3732049,Hatfield Academy,336,19360,11293,8067
373,Sheffield,3732050,Hartley Brook Primary School,510,21100,12308,8792
373,Sheffield,3732051,Norfolk Community Primary School,335,19350,11288,8062
373,Sheffield,3732095,Byron Wood Primary Academy,358,19580,11422,8158
373,Sheffield,3732203,Totley Primary School,221,18210,10623,7587
373,Sheffield,3732230,Tinsley Meadows Primary School,470,20700,12075,8625
373,Sheffield,3732274,Beck Primary School,533,21330,12443,8887
373,Sheffield,3732298,Lound Junior School,234,18340,10698,7642
373,Sheffield,3732305,Greengate Lane Academy,156,17560,10243,7317
373,Sheffield,3732315,Lound Infant School,116,17160,10010,7150
373,Sheffield,3732321,Wybourn Community Primary & Nursery School,326,19260,11235,8025
373,Sheffield,3732323,Birley Spa Primary Academy,345,19450,11346,8104
373,Sheffield,3732332,Phillimore Community Primary School,355,19550,11404,8146
373,Sheffield,3732337,Hucklow Primary School,359,19590,11428,8162
373,Sheffield,3732339,Hillsborough Primary School,320,19200,11200,8000
373,Sheffield,3732341,Greenhill Primary School,440,20400,11900,8500
373,Sheffield,3732346,Monteney Primary School,357,19570,11416,8154
373,Sheffield,3732353,Birley Primary Academy,488,20880,12180,8700
373,Sheffield,3732354,Charnock Hall Primary Academy,352,19520,11387,8133
373,Sheffield,3732357,Hallam Primary School,537,21370,12466,8904
373,Sheffield,3732359,Manor Lodge Community Primary and Nursery School,245,18450,10763,7687
373,Sheffield,3732361,Windmill Hill Primary School,328,19280,11247,8033
373,Sheffield,3732363,Rainbow Forge Primary Academy,262,18620,10862,7758
373,Sheffield,3733401,"Sacred Heart School, A Catholic Voluntary Academy",178,17780,10372,7408
373,Sheffield,3733402,St Catherines Catholic Voluntary Academy (Hallam),361,19610,11439,8171
373,Sheffield,3733406,"St Maries School, A Catholic Voluntary Academy",263,18630,10868,7762
373,Sheffield,3733412,St Wilfrids Catholic Primary School,262,18620,10862,7758
373,Sheffield,3733414,"St Thomas of Canterbury School, a Catholic Voluntary Academy",182,17820,10395,7425
373,Sheffield,3733423,"St Marys Primary School, A Catholic Voluntary Academy",177,17770,10366,7404
373,Sheffield,3733424,"St Thomas More Catholic Primary, A Voluntary Academy",177,17770,10366,7404
373,Sheffield,3733427,Porter Croft Church of England Primary Academy,182,17820,10395,7425
373,Sheffield,3734005,Oasis Academy Don Valley,185,17850,10413,7437
373,Sheffield,3734225,Hinde House 3-16 School,359,19590,11428,8162
373,Sheffield,3735202,"St Anns Catholic Primary School, A Voluntary Academy",83,16830,9818,7012
373,Sheffield,3735203,St Josephs Primary School,173,17730,10343,7387
373,Sheffield,3735207,St Patricks Catholic Voluntary Academy,241,18410,10739,7671
380,Bradford,3802000,Rainbow Primary School,332,19320,11270,8050
380,Bradford,3802001,Beckfoot Allerton Primary School and Nursery,359,19590,11428,8162
380,Bradford,3802003,Ryecroft Primary Academy,218,18180,10605,7575
380,Bradford,3802007,Feversham Primary Academy,346,19460,11352,8108
380,Bradford,3802008,Dixons Music Primary,270,18700,10908,7792
380,Bradford,3802010,St Oswalds Church of England Primary Academy,321,19210,11206,8004
380,Bradford,3802012,Whetley Academy,449,20490,11953,8537
380,Bradford,3802013,Christ Church Church of England Academy,170,17700,10325,7375
380,Bradford,3802014,Merlin Top Primary Academy,262,18620,10862,7758
380,Bradford,3802018,Dixons Marchbank Primary,360,19600,11433,8167
380,Bradford,3802020,Barkerend Primary Leadership Academy,382,19820,11562,8258
380,Bradford,3802022,St Philips CofE Primary School,173,17730,10343,7387
380,Bradford,3802059,Southmere Primary Academy,324,19240,11223,8017
380,Bradford,3802025,Dixons Manningham Academy,326,19260,11235,8025
380,Bradford,3802026,High Crags Primary Leadership Academy,330,19300,11258,8042
380,Bradford,3802028,Westminster Church of England Primary Academy,512,21120,12320,8800
380,Bradford,3802029,Horton Grange Primary School,520,21200,12367,8833
380,Bradford,3802030,Worth Valley Primary School,160,17600,10267,7333
380,Bradford,3802031,Reevy Hill Primary School,172,17720,10337,7383
380,Bradford,3802032,The Academy At St. James,253,18530,10809,7721
380,Bradford,3802034,Green Lane Primary School,508,21080,12297,8783
380,Bradford,3802035,Woodside Academy,350,19500,11375,8125
380,Bradford,3802037,Clayton St John CofE Primary School,350,19500,11375,8125
380,Bradford,3802038,Beckfoot Heaton Primary,541,21410,12489,8921
380,Bradford,3802039,Holybrook Primary School,175,17750,10354,7396
380,Bradford,3802041,Lapage Primary School and Nursery,548,21480,12530,8950
380,Bradford,3802044,Lilycroft Primary School,357,19570,11416,8154
380,Bradford,3802061,Thornton Primary School,495,20950,12221,8729
380,Bradford,3802077,Shirley Manor Primary School,165,17650,10296,7354
380,Bradford,3802114,Harden Primary School,176,17760,10360,7400
380,Bradford,3802115,Beckfoot Priestthorpe Primary School & Nursery,166,17660,10302,7358
380,Bradford,3802117,Wilsden Primary School,338,19380,11305,8075
380,Bradford,3802121,Haworth Primary School,223,18230,10634,7596
380,Bradford,3802127,Lees Primary School,181,17810,10389,7421
380,Bradford,3802132,Parkwood Primary School,176,17760,10360,7400
380,Bradford,3802135,Victoria Primary School,228,18280,10663,7617
380,Bradford,3802167,Denholme Primary School,172,17720,10337,7383
380,Bradford,3802178,Shibden Head Primary Academy,360,19600,11433,8167
380,Bradford,3802179,Margaret McMillan Primary School,534,21340,12448,8892
380,Bradford,3802180,Horton Park Primary School,359,19590,11428,8162
380,Bradford,3802184,Atlas Community Primary School,181,17810,10389,7421
380,Bradford,3802186,Copthorne Primary School,371,19710,11498,8212
380,Bradford,3802193,Westbourne Primary School,334,19340,11282,8058
380,Bradford,3802195,Iqra Academy,522,21220,12378,8842
380,Bradford,3803028,East Morton CofE Primary School,182,17820,10395,7425
380,Bradford,3803350,"St Winefrides Catholic Primary School, A Voluntary Academy",358,19580,11422,8158
380,Bradford,3803352,St John the Evangelist Catholic Primary School,178,17780,10372,7408
380,Bradford,3803368,The Sacred Heart Catholic Primary School,178,17780,10372,7408
380,Bradford,3803369,St Annes Catholic Primary School,203,18030,10518,7512
380,Bradford,3803370,St Josephs Catholic Primary School,212,18120,10570,7550
380,Bradford,3803371,"St Walburgas Catholic Primary School, A Voluntary Academy",178,17780,10372,7408
380,Bradford,3803372,Our Lady of Victories Catholic School,184,17840,10407,7433
380,Bradford,3803375,Oxenhope CofE Primary School,170,17700,10325,7375
380,Bradford,3804061,Appleton Academy,356,19560,11410,8150
380,Bradford,3805205,Oakworth Primary School,360,19600,11433,8167
380,Bradford,3805208,St Johns CofE Primary School,360,19600,11433,8167
380,Bradford,3806102,Bradford Girls Grammar School,340,19400,11317,8083
380,Bradford,3806906,Bradford Academy,362,19620,11445,8175
380,Bradford,3806908,Dixons Allerton Academy,240,18400,10733,7667
380,Bradford,3807004,High Park School,45,16450,9596,6854
380,Bradford,3807030,Beckfoot Phoenix,68,16680,9730,6950
380,Bradford,3802036,Byron Primary School,535,21350,12454,8896
380,Bradford,3802112,Cullingworth Village Primary School,229,18290,10669,7621
